Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Antibody Identifier,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
PAX6_CS15_IHC_transverse,3DView.jpg,HUDSEN:755,3D View,Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS15_IHC_transverse/3DView.jpg,3D view of data mapped into a CS15 model, ,"Red = strong expression,  green = possible expression.", ,
PAX6_CS15_IHC_transverse,3DView.mpg,HUDSEN:755,3D movie,Homo sapiens,NCBITaxon,9606,CS15,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS15_IHC_transverse/3DView.mpg,3D movie of data mapped into a CS15 model, ,"Red = strong expression, yellow = moderate expression, blue = weak expression, green = possible expression.", ,
PAX6_CS15_ISH,cs15_10872_19_3_pax6.jpg,HUDSEN:1173,"Embryo 10872, slide 19, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS15_ISH/cs15_10872_19_3_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,Eye & pre-optic area (strong)
PAX6_CS15_ISH,cs15_11209_17_3_pax6.jpg,HUDSEN:1173,"Embryo 11209, slide 17, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS15_ISH/cs15_11209_17_3_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
PAX6_CS15_ISH,cs15_639_33_4_pax6.jpg,HUDSEN:1173,"Embryo 639, slide 33, section 3",Homo sapiens,NCBITaxon,9606,CS15,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS15_ISH/cs15_639_33_4_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Eye, diencephalon, telencephalon & metencephalon (strong)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_110_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 110, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_110_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_114_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 114, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_114_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_118_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 118, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_118_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_123_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 123, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_123_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_129_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 129, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_129_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_134_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 134, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_134_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_137_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 137, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_137_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_140_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 140, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_140_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart & intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_145_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 145, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_145_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_150_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 150, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_150_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_155_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 155, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_155_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_163_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 163, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_163_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,CS16_N218_170_pax6_01.jpg,HUDSEN:756,"Embryo 218, slide 170, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/CS16_N218_170_pax6_01.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), intestine (moderate), liver (possible)"
PAX6_CS16_IHC_transverse_N218,3DView.jpg,HUDSEN:756,3D View,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/3DView.jpg,3D view of data mapped into a CS16 model, ,"Red = strong expression, yellow = moderate expression, green = possible expression.", ,
PAX6_CS16_IHC_transverse_N218,3DView.mpg,HUDSEN:756,3D movie,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N218/3DView.mpg,3D movie of data mapped into a CS16 model, ,"Red = strong expression, yellow = moderate expression, green = possible expression.", ,
PAX6_CS16_IHC_transverse_N510,N510_CS16_082.jpg,HUDSEN:757,"Embryo 510, slide 82",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_082.jpg,Original experimental image,Brightfield,,DAB,"Telencephalon & spinal cord (strong), nasal epithelium (moderate), heart (weak)"
PAX6_CS16_IHC_transverse_N510,N510_CS16_085.jpg,HUDSEN:757,"Embryo 510, slide 85",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_085.jpg,Original experimental image,Brightfield,,DAB,"Telencephalon & spinal cord (strong), nasal epithelium (moderate), heart (weak)"
PAX6_CS16_IHC_transverse_N510,N510_CS16_090.jpg,HUDSEN:757,"Embryo 510, slide 90",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_090.jpg,Original experimental image,Brightfield,,DAB,"Telencephalon & spinal cord (strong), heart (weak)"
PAX6_CS16_IHC_transverse_N510,N510_CS16_095.jpg,HUDSEN:757,"Embryo 510, slide 95",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_095.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart (weak)"
PAX6_CS16_IHC_transverse_N510,N510_CS16_100.jpg,HUDSEN:757,"Embryo 510, slide 100",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_100.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart (weak)"
PAX6_CS16_IHC_transverse_N510,N510_CS16_105.jpg,HUDSEN:757,"Embryo 510, slide 105",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_105.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart (weak), liver (possible)"
PAX6_CS16_IHC_transverse_N510,N510_CS16_110.jpg,HUDSEN:757,"Embryo 510, slide 110",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/N510_CS16_110.jpg,Original experimental image,Brightfield,,DAB,"Spinal cord (strong), heart (weak), liver (possible)"
PAX6_CS16_IHC_transverse_N510,3DView.jpg,HUDSEN:757,3D View,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/3DView.jpg,3D view of data mapped into a CS16 model, ,"Red = strong expression, yellow = moderate expression, blue = weak expression, green = possible expression.", ,
PAX6_CS16_IHC_transverse_N510,3DView.mpg,HUDSEN:757,3D movie,Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS16_IHC_transverse_N510/3DView.mpg,3D movie of data mapped into a CS16 model, ,"Red = strong expression, yellow = moderate expression, blue = weak expression, green = possible expression.", ,
PAX6_CS16_ISH,cs16_10024_11_1_pax6.jpg,HUDSEN:1174,"Embryo 10024, slide 11, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS16_ISH/cs16_10024_11_1_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,"Eye, forebrain & spinal cord (strong)"
PAX6_CS16_ISH,cs16_10278_7_1_pax6.jpg,HUDSEN:1174,"Embryo 10278, slide 7, section 1",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS16_ISH/cs16_10278_7_1_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,Eye & rhombencephalon (strong)
PAX6_CS16_ISH,cs16_11278_5_2_pax6.jpg,HUDSEN:1174,"Embryo 11278, slide 5, section 2",Homo sapiens,NCBITaxon,9606,CS16,In situ hybridisation,PAX6,NM_001604,,Nucleotides 1457-2314,ENSG00000007372,PAX6,HDBR_PAX6/CS16_ISH/cs16_11278_5_2_pax6.jpg,Original experimental image,Brightfield,,NBT/BCIP,Spinal cord (strong)
PAX6_CS17_IHC_transverse,pax6_019_4.jpg,HUDSEN:735,"Embryo 365, slide 19, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/pax6_019_4.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (weak)
PAX6_CS17_IHC_transverse,pax6_027_4.jpg,HUDSEN:735,"Embryo 365, slide 27, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/pax6_027_4.jpg,Original experimental image,Brightfield,,DAB,Myelencephalon (weak)
PAX6_CS17_IHC_transverse,pax6_035_4.jpg,HUDSEN:735,"Embryo 365, slide 35, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/pax6_035_4.jpg,Original experimental image,Brightfield,,DAB,Metencephalon & myelencephalon (weak)
PAX6_CS17_IHC_transverse,pax6_043_4.jpg,HUDSEN:735,"Embryo 365, slide 43, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/pax6_043_4.jpg,Original experimental image,Brightfield,,DAB,Metencephalon & myelencephalon (weak)
PAX6_CS17_IHC_transverse,pax6_051_1.jpg,HUDSEN:735,"Embryo 365, slide 51, section 1",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/pax6_051_1.jpg,Original experimental image,Brightfield,,DAB,Metencephalon & myelencephalon (weak)
PAX6_CS17_IHC_transverse,pax6_059_2.jpg,HUDSEN:735,"Embryo 365, slide 59, section 2",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/pax6_059_2.jpg,Original experimental image,Brightfield,,DAB,Metencephalon & myelencephalon (weak)
PAX6_CS17_IHC_transverse,Pax6_067_3.jpg,HUDSEN:735,"Embryo 365, slide 67, section 3",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_067_3.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, Metencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_083_4.jpg,HUDSEN:735,"Embryo 365, slide 83, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_083_4.jpg,Original experimental image,Brightfield,,DAB,Diencephalon & spinal cord (weak)
PAX6_CS17_IHC_transverse,Pax6_091_4.jpg,HUDSEN:735,"Embryo 365, slide 91, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_091_4.jpg,Original experimental image,Brightfield,,DAB,"Eye, diencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_099_4.jpg,HUDSEN:735,"Embryo 365, slide 99, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_099_4.jpg,Original experimental image,Brightfield,,DAB,"Eye, diencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_107_2.jpg,HUDSEN:735,"Embryo 365, slide 107, section 2",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_107_2.jpg,Original experimental image,Brightfield,,DAB,"Eye, diencephalon, telencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_115_2.jpg,HUDSEN:735,"Embryo 365, slide 115, section 2",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_115_2.jpg,Original experimental image,Brightfield,,DAB,"Eye, diencephalon, telencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_123_2.jpg,HUDSEN:735,"Embryo 365, slide 123, section 2",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_123_2.jpg,Original experimental image,Brightfield,,DAB,"Eye, diencephalon, telencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_123_4.jpg,HUDSEN:735,"Embryo 365, slide 123, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_123_4.jpg,Original experimental image,Brightfield,,DAB,"Diencephalon, telencephalon & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_131_3.jpg,HUDSEN:735,"Embryo 365, slide 131, section 3",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_131_3.jpg,Original experimental image,Brightfield,,DAB,"Telencephalon, nasal epithelium & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_139_4.jpg,HUDSEN:735,"Embryo 365, slide 139, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_139_4.jpg,Original experimental image,Brightfield,,DAB,"Telencephalon, nasal epithelium & spinal cord (weak)"
PAX6_CS17_IHC_transverse,Pax6_147_4.jpg,HUDSEN:735,"Embryo 365, slide 147, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_147_4.jpg,Original experimental image,Brightfield,,DAB,Telencephalon & spinal cord (weak)
PAX6_CS17_IHC_transverse,Pax6_155_4.jpg,HUDSEN:735,"Embryo 365, slide 155, section 4",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_155_4.jpg,Original experimental image,Brightfield,,DAB,Telencephalon & spinal cord (weak)
PAX6_CS17_IHC_transverse,Pax6_163_2.jpg,HUDSEN:735,"Embryo 365, slide 163, section 2",Homo sapiens,NCBITaxon,9606,CS17,Immunohistochemistry,PAX6,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/Pax6_163_2.jpg,Original experimental image,Brightfield,,DAB,Telencephalon & spinal cord (weak)
PAX6_CS17_IHC_transverse,3DView.jpg,HUDSEN:735,3D View,Homo sapiens,NCBITaxon,9607,CS18,Immunohistochemistry,PAX7,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/3DView.jpg,3D view of data mapped into a CS17 model, ,Red = weak expression, ,
PAX6_CS17_IHC_transverse,3DView.mpg,HUDSEN:735,3D movie,Homo sapiens,NCBITaxon,9608,CS17,Immunohistochemistry,PAX8,NM_001604,Covance PRB-278P,,ENSG00000007372,PAX6,HDBR_PAX6/CS17_IHC_transverse/3DView.mpg,3D movie of data mapped into a CS17 model, ,Red = weak expression, ,
PAX6_CS17_ISH_35S,A178_046_pax6.jpg,HUDSEN:568,"Embryo A178, slide 46",Homo sapiens,NCBITaxon,9606,CS17,In situ hybridisation,PAX6,NM_001604,,Nucleotides 549-812,ENSG00000007372,PAX6,HDBR_PAX6/CS17_ISH_35S/A178_046_pax6.jpg,Original experimental image,Darkfield,,35S,Metencephalon & myelencephalon (strong)
PAX6_CS17_ISH_35S,A178_078_pax6.jpg,HUDSEN:568,"Embryo A178, slide 78",Homo sapiens,NCBITaxon,9606,CS17,In situ hybridisation,PAX6,NM_001604,,Nucleotides 549-812,ENSG00000007372,PAX6,HDBR_PAX6/CS17_ISH_35S/A178_078_pax6.jpg,Original experimental image,Darkfield,,35S,"Diencephalon, metencephalon, myelencephalon & spinal cord (strong)"
