Dataset Name,Image Name,Assay Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody],Term Source 2 REF,Term Source 2 Accession,Comment [Antibody],Comment [Probe],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,335_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 335",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,335_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,359_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 359",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,359_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,380_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 380",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,380_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,402_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 402",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,402_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,422_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 422",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,422_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,443_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 443",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,443_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,461_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 461",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,461_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,481_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 481",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,481_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,494_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 494",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,494_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,719_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 719",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,719_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,740_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 740",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,740_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,762_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 762",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,762_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,785_2015-04-01 11_46_14.scn",HuDSeN:712,"Embryo 1293, slide 785",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,785_2015-04-01 11_46_14.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,787_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 787",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,787_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"1293,1,Embryo,CS20,819_PAX7.svs",HuDSeN:712,"Embryo 1293, slide 819",Homo sapiens,NCBITaxon,9606,CS20,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/1293,1,Embryo,CS20,819_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"2036,6,Brain Slice 3,10pcw,10_PAX7.svs",HuDSeN:1074,"Fetal brain 2036, slide 10",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/2036,6,Brain Slice 3,10pcw,10_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"2036,6,Brain Slice 3,10pcw,11_PAX7.svs",HuDSeN:1074,"Fetal brain 2036, slide 11",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/2036,6,Brain Slice 3,10pcw,11_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"2036,7,Brain Slice 4,10pcw,34_PAX7.svs",HuDSeN:1074,"Fetal brain 2036, slide 34",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/2036,7,Brain Slice 4,10pcw,34_PAX7.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,607_2015-04-01 11_50_54.scn",HuDSeN:679,"Embryo 352, slide 607",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,607_2015-04-01 11_50_54.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,633_2015-04-01 11_50_17.scn",HuDSeN:679,"Embryo 352, slide 633",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,633_2015-04-01 11_50_17.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,651_2015-04-01 11_49_12.scn",HuDSeN:679,"Embryo 352, slide 651",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,651_2015-04-01 11_49_12.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,669_2015-04-01 11_48_46.scn",HuDSeN:679,"Embryo 352, slide 669",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,669_2015-04-01 11_48_46.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,793_2015-04-01 11_48_21.scn",HuDSeN:679,"Embryo 352, slide 793",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,793_2015-04-01 11_48_21.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,804_2015-04-01 11_48_17.scn",HuDSeN:679,"Embryo 352, slide 804",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,804_2015-04-01 11_48_17.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,835_2015-04-01 11_47_57.scn",HuDSeN:679,"Embryo 352, slide 835",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,835_2015-04-01 11_47_57.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,849_2015-04-01 11_47_46.scn",HuDSeN:679,"Embryo 352, slide 849",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,849_2015-04-01 11_47_46.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,871_2015-04-01 11_47_26.scn",HuDSeN:679,"Embryo 352, slide 871",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,871_2015-04-01 11_47_26.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,903_2015-04-01 11_47_24.scn",HuDSeN:679,"Embryo 352, slide 903",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,903_2015-04-01 11_47_24.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,921_2015-04-01 11_47_06.scn",HuDSeN:679,"Embryo 352, slide 921",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,921_2015-04-01 11_47_06.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PAX7_IHC,"352,1,Head,CS19,939_2015-04-01 11_47_02.scn",HuDSeN:679,"Embryo 352, slide 939",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,PAX7,NCBITaxon,NM_002584,Developmental Studies Hybridoma Bank PAX7,,ENSG00000009709,PAX7,"HDBR_PAX7_IHC/352,1,Head,CS19,939_2015-04-01 11_47_02.scn",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
HDBR_PDX1_IHC,11426_15pcw_21_03_PDX1x19.75.jpg,HuDSeN:1038,"Fetal pancreas 11426, slide 21, section 3",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/11426_15pcw_21_03_PDX1x19.75.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,11426_15pcw_21_03_PDX1x2.07.jpg,HuDSeN:1038,"Fetal pancreas 11426, slide 21, section 3",Homo sapiens,NCBITaxon,9606,15PCW,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/11426_15pcw_21_03_PDX1x2.07.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N1481_9pcw_77_2_PDX1x0.44.jpg,HuDSeN:1039,"Fetus 1481, slide 77, section 2",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N1481_9pcw_77_2_PDX1x0.44.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N1481_9pcw_77_2_PDX1x43.jpg,HuDSeN:1039,"Fetus 1481, slide 77, section 2",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N1481_9pcw_77_2_PDX1x43.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N1573_CS21_91_3_PDX1x0.5.jpg,HuDSeN:1043,"Embryo 1573, slide 91, section 3",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N1573_CS21_91_3_PDX1x0.5.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N1573_CS21_91_3_PDX1x8.85.jpg,HuDSeN:1043,"Embryo 1573, slide 91, section 3",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N1573_CS21_91_3_PDX1x8.85.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N2170_CS16_136_1_PDX1x1.15.jpg,HuDSeN:1041,"Embryo N2170, slide 136, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N2170_CS16_136_1_PDX1x1.15.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N2170_CS16_136_1_PDX1x10.65.jpg,HuDSeN:1041,"Embryo N2170, slide 136, section 1",Homo sapiens,NCBITaxon,9606,CS16,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N2170_CS16_136_1_PDX1x10.65.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N923_9pcw_20_3_PDX1x0.79.jpg,HuDSeN:1040,"Fetus 923, slide 20, section 3",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N923_9pcw_20_3_PDX1x0.79.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PDX1_IHC,N923_9pcw_20_3_PDX1x80.jpg,HuDSeN:1040,"Fetus 923, slide 20, section 3",Homo sapiens,NCBITaxon,9606,9PCW,Immunohistochemistry,PPDX-1/IPF1,NCBITaxon,NM_000209,R&D Systems MAB2419,,ENSG00000139515,PDX1,HDBR_PDX1_IHC/N923_9pcw_20_3_PDX1x80.jpg,Original experimental image,Brightfield,,DAB,Islets (stong)
HDBR_PECAM1_IHC,E145_cs19_154_cd31.jpg,HuDSeN:776,"Embryo E145, slide 154",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CD31,NCBITaxon,NM_000442,DAKO JC70A,,ENSG00000261371,PECAM1,HDBR_PECAM1_IHC/E145_cs19_154_cd31.jpg,Original experimental image,Brightfield, ,DAB,"Heart, lung (strong)"
HDBR_SFRP2_IHC,"11557,3,head,L8pcw,050_SFRP2.svs",HuDSeN:941,"Embryo 11557, slide 50",Homo sapiens,NCBITaxon,9606,8PCW,Immunohistochemistry,SFRP2,NCBITaxon,NM_003013,Atlas Antibodies HPA002652,,ENSG00000145423,SFRP2,"HDBR_SFRP2_IHC/11557,3,head,L8pcw,050_SFRP2.svs",Original experimental image,Brightfield,,DAB,Neural tissue (strong)
